AMFI Code,Scheme Name,CAGR 1Y (%),CAGR 3Y (%),CAGR 5Y (%),Overall CAGR (%),Sharpe Ratio,Sortino Ratio,Alpha,Beta,Max Drawdown (%),Fund Scorecard (0-100),Expense Ratio (%)
118633,Nippon India Large Cap Fund - Direct - Growth,24.45,20.41,15.65,15.65,0.645207438293321,1.154475716923624,0.15503795076034138,0.013157652619096497,-18.63,54.89,0.72
120503,ICICI Pru Bluechip Fund - Regular - Growth,8.15,13.45,18.05,18.05,0.7979728586052852,1.337943150066923,0.17587937785242744,-0.004111147836045636,-13.9,54.04,1.42
102887,UTI Flexi Cap Fund - Regular - Growth,13.03,23.79,16.19,16.19,0.6195175900829825,1.0887552508030014,0.16179316452470288,0.04011620562000179,-21.54,53.31,1.64
118634,Nippon India Small Cap Fund - Regular - Growth,15.16,6.98,15.74,15.74,0.4484340089089914,0.746014630853357,0.1780020912356628,0.009128170084160607,-23.34,52.31,1.53
118635,Nippon India ETF Nifty 50 BeES,21.55,18.65,15.34,15.34,0.6648569985490616,1.137976718780742,0.15160602363545675,-0.013806609371555974,-11.65,52.19,0.89
120841,Kotak Bluechip Fund - Regular - Growth,16.15,16.54,13.02,13.02,0.4942725378672353,0.8625738849916583,0.13068278268538389,0.04167578236653616,-17.57,48.32,1.59
149322,DSP Top 100 Equity Fund - Regular - Growth,17.36,17.27,12.88,12.88,0.4640374492204772,0.7621288703723164,0.13129906992674878,0.014848756863667925,-14.84,47.14,1.54
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,14.81,11.22,10.87,10.87,0.3006119210425476,0.5088128197169233,0.12055386350487392,-0.018512868789591505,-21.12,44.87,0.78
119599,SBI Small Cap Fund - Direct Plan - Growth,13.38,-1.13,1.98,1.98,-0.05718662582817993,-0.09438726129459606,0.050572431452751046,0.007680982959652939,-52.57,42.25,0.72
119093,Axis Bluechip Fund - Direct - Growth,18.95,19.39,7.6,7.6,0.12961449795669316,0.22108683979276353,0.08329931222337687,-0.008427720099019353,-21.75,40.22,0.75
120842,Kotak Emerging Equity Fund - Regular - Growth,21.56,6.65,6.45,6.45,0.07599984804658916,0.12469346986475667,0.0785865149291694,0.000647555554442608,-24.0,40.12,1.56
101207,ABSL Small Cap Fund - Regular - Growth,-23.19,-4.53,7.64,7.64,0.16266076928646767,0.2766437962609234,0.10820454812152297,-0.059855845864600625,-35.45,37.78,1.53
120507,ICICI Pru Liquid Fund - Regular - Growth,7.13,7.11,6.97,6.97,0.49572339295331247,1.052123882260929,0.06747180157927476,-0.0011254611770458527,-0.1,37.52,0.74
119092,Axis Bluechip Fund - Regular - Growth,1.55,1.18,6.13,6.13,0.030784850954585885,0.052573985593047975,0.0697017081135713,-0.019608739866468196,-14.4,31.79,1.64
119095,Axis Small Cap Fund - Regular - Growth,-41.56,-10.57,1.47,1.47,-0.07597357117478919,-0.12818559275851926,0.0456801280646923,0.0132917234707355,-51.68,29.87,1.38
100016,HDFC Top 100 Fund - Regular Plan - Growth,-2.14,0.99,2.54,2.54,-0.20151706755966947,-0.3510474601523091,0.03622082583927385,-0.025909405765861097,-24.73,27.46,1.55
120844,Kotak Liquid Fund - Regular - Growth,6.84,6.46,6.66,6.66,-0.08874729621557327,-0.18772304774242318,0.06454601487990588,-7.563158272733974e-05,-0.12,26.22,0.6
102886,UTI Mid Cap Fund - Regular - Growth,-16.21,-0.92,1.13,1.13,-0.20583160785470325,-0.34722230254727265,0.028949366251249286,-0.06147606747188307,-28.0,24.9,1.51
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,5.31,5.7,5.67,5.67,-0.22657538662791601,-0.37676700817066694,0.055762723198290544,0.011990672594122525,-4.33,24.24,0.77
118636,Nippon India Gilt Securities Fund - Regular - Growth,10.04,3.69,5.12,5.12,-0.35662950751436806,-0.613525128727103,0.05096267106480351,-0.008492388448091661,-8.32,23.71,0.55
100025,HDFC Short Term Debt Fund - Regular - Growth,3.56,3.76,4.29,4.29,-0.5670947928476847,-0.9418212366054205,0.043189313078713834,-0.016175640851260303,-4.31,17.11,0.56
101208,ABSL Liquid Fund - Regular - Growth,6.95,6.08,6.27,6.27,-0.8155673679088272,-1.6810378667512837,0.06084211292226629,0.0013273169546884347,-0.16,12.45,0.79
