amfi_code,scheme_name,fund_house,category,var_95,cvar_95,annual_return,annual_volatility,sharpe_ratio,days_analyzed
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,-0.014507941385630474,-0.018381077688017156,0.2726022383393478,0.1588698652360926,1.7158838646601755,1149
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,-0.014591769071140459,-0.018309885328057912,0.17879963802436752,0.1466886675239951,1.2189055981105,1149
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,-0.014363639988111142,-0.01806020763217176,0.03568302536201135,0.1454813480218387,0.2452756030048254,1149
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,-0.01355977641751056,-0.017622879905822203,0.27056620166916845,0.14193706754620353,1.9062406061129409,1149
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,-0.013954045870018117,-0.017618579320162156,0.21803695132499992,0.14148352294996663,1.5410766340763593,1149
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,-0.013728193295939772,-0.017494143685606606,0.21244769573283434,0.14363780566736664,1.4790513872428277,1149
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,-0.014225516634796053,-0.01748670974901306,0.08312437838149542,0.13983295593638864,0.5944548466765552,1149
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,-0.01355001716250348,-0.01745055416552432,0.1757940429247065,0.1388443751311978,1.2661229002514072,1149
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,-0.013281661986281489,-0.017439425687129195,0.2146466240023027,0.1456821284745432,1.4733902246617057,1149
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,-0.013500970479935082,-0.017335699664199813,0.197881133444817,0.13939367612717515,1.4195847253808063,1149
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,-0.013749592076363814,-0.017327870956436054,0.06929469030104402,0.13950661341123843,0.4967125830570964,1149
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,-0.013442525143024242,-0.016630178254004827,0.15531106361835714,0.13997213649186166,1.1095855754647805,1149
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,-0.012846228628842571,-0.01639680693408763,0.2310331546138718,0.13741434141879644,1.6812885192947522,1149
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,-0.013141782186804063,-0.01636273661834337,0.1315478451977995,0.13463795800784437,0.9770487249229907,1149
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,-0.012553697284754662,-0.01617696049480912,0.15131944040863557,0.12983158874316314,1.1655055743635732,1149
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,-0.01261262882069356,-0.01549040525311211,0.16988800557692826,0.12836628397860564,1.3234628308259115,1149
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,-0.003938283121850805,-0.005013693153022244,0.056011613099590955,0.03967062369033869,1.4119166246743915,1149
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,-0.003793246199522682,-0.004993763020560281,0.04285355596222693,0.03905245528100161,1.0973332061678205,1149
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,-0.003804146068944347,-0.004918918420478294,0.050786394904641624,0.03985538155388261,1.2742669352187934,1149
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,-0.0002686575130400159,-0.0004220820655857685,0.06086966398608307,0.005064371352310744,12.01919443729374,1149
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,-0.00028479272823556107,-0.00041099591933232505,0.06454444499823224,0.0051331704873711385,12.573992069234295,1149
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,-0.00022157351389344714,-0.00037258039979649643,0.0674484404275901,0.004939126259512014,13.655945785490816,1149
